id,clio_id_display,author_display,author_vern_display,author_facet,format,isbn_display,language_facet,database_restrictions_display,material_type_display,lc_callnum_display,full_publisher_display,location_call_number_id_display,published_display,published_vern_display,title_display,title_vern_display,subject_topic_facet,subject_geo_facet,subject_era_facet,subtitle_display,subtitle_vern_display,url_fulltext_display,url_munged_display,url_suppl_display
12706802,12706802,,,,"Books,Online","97,808,223,835,050,800,000,000",English,Access restricted by licensing agreement.,"x\, 748 p.",,"Durham\, [N.C.] : Duke University Press\, 2002.",Yale Internet Resource >> Online Resource|DELIM|12813472,,,Hop on pop,,"Popular culture,Study and teaching,Civilization,Social life and customs",United States,,the politics and pleasures of popular culture,,,Online book~|Z|~http://dx.doi.org/10.1215/9780822383505,
6700488,6700488,,,,Journals & Newspapers,,Spanish,,v.,,[S.n.] : Confederación de Beisbol Profesional del Caribe,"SML\, Stacks\, LC Classification >>  GV878.5 .A583 (LC)|DELIM|7301426",,,Anuario,,"Caribbean World Series (Baseball),Baseball",Caribbean Area,,,,,,
b1257868,b1257868,"Gates\, Henry Louis\, Jr",,,Books,"97,803,075,934,290,300,000,000",English,,"xvi\, 487 p.",,"New York : Alfred A. Knopf\, 2011.",Law Library >> E185 .G27X 2011 OVERSIZE |DELIM|b1257868x,,,Life upon these shores,,"African Americans,History,Civilization,African American influences",United States,,"looking at African American history\, 1513-2008",,,,
1035580,1035580,,,,Books,4816911286,Japanese,,662 p.,,"Tōkyō : Nichigai Asoshiētsu : Hatsubaimoto Kinokuniya Shoten\, 1992.",LSF - Request for delivery to any Yale Library >>  GV865 A1 P86 1992 (LC)|DELIM|1164653,,,Puro yakyū jinmei jiten,プロ野球人名事典,"Baseball players,Biography,Dictionaries,Japanese",Japan,,,,,,
8096230,8096230,"Rodríguez\, Freddy\, 1945-",,,Books,,"English,Spanish",,34 p.,,"Newark\, New Jersey : Newark Museum\, c2006.","HAAS ARTS LIBRARY\, Art & Arch Collection (7 Day Circ) >>  NJ18 R57326 A12 2006 (LC)|DELIM|8510087",,,America's pastime,,"Rodríguez\, Freddy\, 1945-,Newark Museum,Baseball",Dominican Republic,,portrait of the Dominican dream,,,,
7107259,7107259,"Sayama\, Kazuo\, 1936-","佐山和夫\, 1936-",,Books,"41,408,106,539,784,100,000,000",Japanese,,236 p.,,"Tōkyō : Nihon Hōsō Shuppan Kyōkai\, 2005.","SML\, Stacks\, LC Classification >>  GV863.A1 S39 2005 (LC)|DELIM|7653545",,,Nichi-Bei yakyū rimenshi,日米野球裏面史,"Baseball,History","United States,Japan",,bishōjo tōshu kara dai Bēbu Rūsu made,美少女投手から大ベーブルースまで,,,
2212096,2212096,,,,Books,,Chinese,,400 p.,,Taibei Zhonghua Minguo li shi wen hua chu ban she Minguo 61 i.e. 1972],LSF - Request for delivery to any Yale Library >>  GV863.795 C48 (LC)|DELIM|2474164,,,Zhonghua shao nian bang qiu dui fen dou shi,中華少年棒球隊奮鬥史,"Baseball,History",Taiwan,,,,,,
5916930,5916930,,,,Journals & Newspapers,,English,,4 v.,,"Philadelphia : A. J. Reach\, 1902-1905.",LSF - Request for delivery to any Yale Library >>  NLj28 Am35d|DELIM|6618642,,,Reach's official American League base ball guide,,"American League of Professional Baseball Clubs,Baseball",United States,,,,,,
5916931,5916931,,,,Journals & Newspapers,,English,,34 v.,,"Philadelphia : A. J. Reach\, 1906-1939.","LSF-Use in SML\, Manuscripts and Archives only (Non-Circ) >>  NLj28 Am35d|DELIM|6618643",,,The Reach official American League base ball guide,,"American League of Professional Baseball Clubs,Baseball",United States,,,,,,
7474057,7474057,"Abe\, Tōru\, 1940-","阿部達\, 1940-",,Books,4434061518,"Japanese,English",,102 p.,,"Kanagawa-ken Sagami-shi : Gendai Tosho ; Tōkyō : hatsubaimoto Seiunsha\, 2006.",LSF - Request for delivery to any Yale Library >>  GV862.3 .A24 2006 (LC)|DELIM|7988815,,,Dairīgu hayawakari yakyū yōgo Ei-Wa Wa-Ei shōjiten,大リーグ早わかり野球用語英和・和英小辞典,"Major League Baseball (Organization),Japanese,Baseball",United States,,,,,,
5383762,5383762,"Brosnan\, Jim",,,Books,,English,,273 p.,,"New York\, Harper [1960]",LSF - Request for delivery to any Yale Library >>  rn 9L|DELIM|5856024,,,The long season,,Baseball,,,,,,,
3454070,3454070,,,,Journals & Newspapers,,English,,v.,,"Milwukee\, Wis.\, Breithaupt & Sontag\, printers.",BEINECKE (Non-Circulating) >>  Zc20 W192|DELIM|3784651,,,Wapler's daily schedule of Western League games of base ball. season,,Baseball,,,,,,,
10453505,10453505,,,,Audio,,English,,1 sound disc,,"Revere\, Mass. : Championship Sports Records\, [19--]",LSF--Contact musiclibrary@yale.edu for use in Music Library >>  Championship Sports Records FCLP 3026|DELIM|10668323,,,Curt Gowdy talks with Carl Yastraemski,,Baseball,,,,,,,
2046636,2046636,"Chadwick\, Henry\, 1824-1908",,,Books,,English,,"56 p. incl. front.\, illus.\, diagrs",,"New York\, Chicago\, A.G. Spalding & bros. [c1885]","SML\, Manuscripts and Archives (Non-Circulating) >> |DELIM|2302073",,,The art of base ball batting,,Baseball,,,,,,,
2335920,2335920,"Irwin\, Arthur A.",,,Books,,English,,"27\, [2] p.",,"New York\, American sports Pub. Co. [c1895]",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 1 1895|DELIM|2602737,,,Practical ball playing,,Baseball,,,,,,,
2938630,2938630,"Wray\, J. E. (J. Edward)",,,Books,,English,,"1 p. l.\, 7-31\, [1] p.",,"New York : American Sports Publishing Company\, [1905]",LSF - Request for delivery to any Yale Library >>  NLj20 1 1905|DELIM|3228116,,,How to play shortstop,,Baseball,,,,,,,
2938635,2938635,"Wray\, J. E. (J. Edward)",,,Books,,English,,"1 p. l.\, 7-46 p.",,"New York : American Sports Publishing Company\, [1905]",LSF - Request for delivery to any Yale Library >>  NLj20 1 1905|DELIM|3228121,,,How to play third base,,Baseball,,,,,,,
2944630,2944630,,,,Books,,Japanese,,62 p.,,"Tōkyō : Iwanami Shoten\, 1951.","SML\, Stacks\, Yale Classification >>  A3A 950H 35|DELIM|3234322",,,Yakyū no kagaku. Battingu,野球の科学. バッティング,Baseball,,,,,,,
2896030,2896030,"Wills\, Maury\, 1932-",,,Books,,English,,186 p. illus. 22 cm,,"Englewood Cliffs\, N.J. : Prentice-Hall\, [1963]","SML\, Linonia & Brothers Room >>  rn 14|DELIM|3183672",,,It pays to steal,,Baseball,,,,,,,
5356308,5356308,"Morse\, Jacob",,,Books,,English,,62 p.,,"Boston\, J.F. Spofford & Co.\, 1888.",LSF - Request for delivery to any Yale Library >>  NLj16 888M|DELIM|5825174,,,"""Sphere and ash.""",,Baseball,,,History of base ball. Notable records by primitive clubs. Contests for supremacy in the sixties. Remarkable tours of the early organizations. Games conspicuous for extra innings. Complete review of all championship series .,,,,
5445598,5445598,"Lajoie\, Napoleon\, 1875-1959",,,Books,,English,,226 p.,,"Cleveland\, O.\, American league Pub. Co.\, 1906.",LSF - Request for delivery to any Yale Library >>  WA 29528|DELIM|5924775,,,Napoleon Lajoie's official base ball guide,,Baseball,,,,,,,
5445600,5445600,"Foster\, John B. (John Buckingham)\, 1863-1941",,,Books,,French,,100 p.,,"New York\, American Sports Publishing Company; Paris\, Société française de publications sportives\, c1919.",LSF - Request for delivery to any Yale Library >>  NLj20 919f|DELIM|5924777,,,Comment on joue à la balle au camp,,Baseball,,,(How to play base ball),,,,
5446318,5446318,"Wray\, J. E. (J. Edward)",,,Books,,English,,"1 p. l.\, 7-41 p.",,"New York : American Sports Publishing Company\, [c1905]",LSF - Request for delivery to any Yale Library >>  NLj20 1 1905|DELIM|5925550,,,How to catch,,Baseball,,,,,,,
5215870,5215870,"Koufax\, Sandy\, 1935-",,,Books,,English,,294 p.,,"New York\, Viking Press [1966]",LSF - Request for delivery to any Yale Library >>  GV865 K67 A3 (LC)|DELIM|5624719,,,Koufax,,Baseball,,,,,,,
5215915,5215915,"Angell\, Roger",,,Books,670681644,English,,"xii\, 303 p.",,"New York\, Viking Press [1972]","Bass Library\, Stacks >>  GV867 A53 (LC)|DELIM|5624816",,,The summer game,,Baseball,,,,,,,
1179046,1179046,"Chadwick\, Henry\, 1824-1908",,,Books,,English,,"162\, [12] p.",,"Chicago ; New York : A.G. Spalding & Bros.\, [1887]",BEINECKE (Non-Circulating) >>  NLj24 887Cb|DELIM|1317635,,,The art of pitching and fielding,,Baseball,,,a work containing ... chapters in all the latest points of play in base ball pitching .,,,,
5446315,5446315,"Camp\, Walter\, 1859-1925",,,Books,,English,,38 p.,,"New York\, American sports publishing company [c1893]","Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 1 1893|DELIM|5925546,SML\, Manuscripts and Archives (Non-Circulating) >> |DELIM|5925547",,,Base ball,,Baseball,,,,,,,
8900046,8900046,"Gesner\, Clark",,,Audio,,English,,1 sound disc (47 min.),,"New York\, N.Y. : RCA Victor\, p1999.","MUSIC LIBRARY\, SML\, Historical Sound Recording (Non-Circ) >>  RCA Victor 09026-63384-2|DELIM|9299978,MUSIC LIBRARY\, SML >>  M1500 G391 Y8 (1999) CD|DELIM|9299982,LSF--Contact musiclibrary@yale.edu for use in Music Library >>  RCA Victor 09026-63384-2|DELIM|11484656",,,"You're a good man\, Charlie Brown",,Musicals,,,the Broadway musical,,,,
8900034,8900034,"Gesner\, Clark",,,Audio,,English,,1 sound disc (54 min.),,"New York\, N.Y. : Decca Broadway : Distributed by Universal Music & Video Distribution\, p2000.","MUSIC LIBRARY\, SML >>  M1500 G391 Y8 CD|DELIM|9299897,MUSIC LIBRARY\, SML\, Historical Sound Recording (Non-Circ) >>  Decca Broadway 012 159 851-2|DELIM|9299901,LSF--Contact musiclibrary@yale.edu for use in Music Library >>  Decca Broadway 012 159 851-2|DELIM|11406541",,,"You're a good man\, Charlie Brown",,Musicals,,,original cast album,,,,
5970169,5970169,,,,Books,"084202820X,0842028218",English,,"xxxi\, 241 p.",,"Wilmington\, Del. : Scholarly Resources\, 2002.","SML\, Stacks\, LC Classification >>  GV586 .S64X 2002 (LC)|DELIM|6674371",,,Sport in Latin America and the Caribbean,,Sports,"Latin America,Caribbean Area",,,,,,
9441518,9441518,,,,Books,"9,780,765,325,815,070,000,000,000,000,000,000,000,000,000,000",English,,478 p.,,"New York : Tor\, 2010.","SML\, Linonia & Brothers Room >>  PS648.F3 M7X 2010|DELIM|9789950",,,More stories from the Twilight zone,,"Fantasy fiction\, American,Psychological fiction\, American",,,,,,,
3027449,3027449,"Uzcátegui\, Freddy\, 1943-",,,Books,,Spanish,,66 p.,,"[Guayaquil\, Ecuador : s.n.\, 198-?]","SML\, Stacks\, LC Classification >>  PQ8219 U93 G7 1980|DELIM|3320497",,,El grandes ligas y otros cuentos del diamante,,"Baseball stories,Baseball",Ecuador,,,,,,
3702762,3702762,,,,Books,,English,,38 p.,,"New York : American Sports Pub. Co.\, [1905]",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 1 1905|DELIM|4052379,,,How to play first base,,"Fielding (Baseball),Baseball",,,,,,,
5369733,5369733,"Richter\, Francis C.\, 1854-",,,Books,,English,,306 p.,,"Philadelphia\, Pa. F.C. Richter\, 1914.",LSF - Request for delivery to any Yale Library >>  NLj16 914r|DELIM|5840256,,,Richter's history and records of base ball,,"Baseball,History,Records",,,the American nation's chief sport,,,,
1115951,1115951,"Shima\, Hidenosuke\, 1908-","島秀之助\, 1908-",,Books,4583027249,Japanese,,365 p.,,"Tōkyō : Bēsubōru Magajinsha\, 1988.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 S55 1988 (LC)|DELIM|1245827,,,Hakkyū to tomo ni ikite,白球とともに生きて　,"Baseball,Umpiring",Japan,,aru shinbanʾin no yakyū Shōwa shi,ある審判員の野球昭和史　,,,
4466736,4466736,"Nomura\, Katsuya\, 1935-","野村克也\, 1935-",,Books,4334006140,Japanese,,227 p.,,"Tōkyō : Kōbunsha\, 1998.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 N64 1998 (LC)|DELIM|4852712,,,Kō naki mono o ikasu,功なき者を活かす　,Baseball,Japan,,risutora jidai no jinzai katsuyōhō,リストラ時代の人材活用法,,,
4557679,4557679,"Torii\, Moriyuki\, 1932-","鳥井守幸\, 1932-",,Books,4620312584,Japanese,,254 p.,,"Tōkyō : Mainichi Shinbunsha\, 1998.",LSF - Request for delivery to any Yale Library >>  GV863 A1 T67 1998 (LC)|DELIM|4946749,,,Yakyū fushigi hakken,野球ふしぎ発見！,Baseball,Japan,,,,,,
6106765,6106765,"Kawaguchi\, Kazuhisa\, 1959-","川口和久\, 1959-",,Books,4061494600,Japanese,,188 p.,,"Tōkyō : Kōdansha\, 1999 (2000 printing)",LSF - Request for delivery to any Yale Library >>  GV871 .K39 2000 (LC)|DELIM|6795754,,,Tōkyūron,投球論,"Pitching (Baseball),Baseball",Japan,,,,,,
8247708,8247708,,,,"Books,Online",,English,Access restricted by licensing agreement.,1 sheet,,"[Worcester\, Mass.] : Charles Hamilton\, printer\, Palladiumm Office\, Worcester.\, [1870]",Yale Internet Resource >> Online Resource|DELIM|8644795,,,"Base ball. Harvard and Brown Universities nines. Agricultural Park\, Saturday\, June 18 [1870]\, at 4 o'clock\, p.m. Only chance to see the Harvards this season. .",,"Baseball,Advertising",,,,,,Online database~|Z|~http://opac.newsbank.com/select/broadsides1/24001~|Z|~American Broadsides and Ephemera,
8156498,8156498,"Masís A.\, Miguel A. (Miguel Angel Masís Acosta)",,,Books,"99,772,381,899,789,900,000,000",Spanish,,"xvii\, 214 p.",,"New York : Editorial Costa Rica\, 2006.","SML\, Stacks\, LC Classification >>  GV867.5 .M385X 2006  (LC) Oversize|DELIM|8562086",,,Historia del béisbol,,"Baseball,Baseball players,History",Costa Rica,,origen y evolución en los Estados Unidos y Costa Rica,,,,
4906269,4906269,"Lane\, F. C.",,,Books,910137862,English,,"xi\, 227 p.",,"Cleveland\, OH : Society for American Baseball Research\, c2001.","SML\, Stacks\, LC Classification >>  GV869 L36 2001 (LC)|DELIM|5305174",,,Batting,,Batting (Baseball),,,,,,,
11866299,11866299,"Harris\, Mark\, 1922-2007",,,Books,,English,,224 p.,,"Garden City\, N.Y.\, Doubleday [1962]",LSF- BEINECKE >>  1976 S17 A324|DELIM|12076926,,,Bang the drum slowly,,Baseball stories,,,,,,,
3091029,3091029,"Prindle\, Edward J.",,,Books,,English,,32 p.,,"Philadelphia\, A.J. Reach & co.\, [1886]",BEINECKE (Non-Circulating) >>  Amer Tracts 1886 P93|DELIM|3389521,,,The art of curved pitching .,,Pitching (Baseball),,,,,,,
5446314,5446314,"Chadwick\, Henry\, 1824-1908",,,Books,,English,,34 p.,,"New York : American Sports Pub. Co.\, 1897.",LSF - Request for delivery to any Yale Library >>  NLj20 1 1897|DELIM|5925545,,,Technical terms of base ball,,Baseball,,,,,,,
2967985,2967985,,,,"Journals & Newspapers,Microforms",,English,,63 v.,,"New York\, American Sports Pub. Co. [etc.]","SML\, Microform (Non-Circulating) >>  Film S2539|DELIM|3258255",,,Spalding's official base ball guide,,Baseball,,,,,,,
12178026,12178026,,,,"Video,Online",,English,Access restricted by licensing agreement.,1 online resource (12 min.),,"New York : Kino Lorber\, Inc.\, 1912.",Yale Internet Resource >> Online Resource|DELIM|12361263,,,The ball player and the bandit,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1826556,
12178065,12178065,,,,"Video,Online",,No linguistic content,Access restricted by licensing agreement.,1 online resource (1 min.),,"New York : Kino Lorber\, Inc.\, 1899.",Yale Internet Resource >> Online Resource|DELIM|12361300,,,Casey at the bat or the fate of a rotten umpire,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1827199,
12178066,12178066,,,,"Video,Online",,English,Access restricted by licensing agreement.,1 online resource (6 min.),,"New York : Kino Lorber\, Inc.\, 1922.",Yale Internet Resource >> Online Resource|DELIM|12361301,,,Casey at the bat,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1826842,
12178230,12178230,,,,"Video,Online",,English,Access restricted by licensing agreement.,1 online resource (14 min.),,"New York : Kino Lorber\, Inc.\, 1926.",Yale Internet Resource >> Online Resource|DELIM|12361456,,,Happy days,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1826426,
12178236,12178236,,,,"Video,Online",,English,Access restricted by licensing agreement.,1 online resource (13 min.),,"New York : Kino Lorber\, Inc.\, 1909.",Yale Internet Resource >> Online Resource|DELIM|12361462,,,His last game,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1826547,
12178253,12178253,,,,"Video,Online",,English,Access restricted by licensing agreement.,1 online resource (5 min.),,"New York : Kino Lorber\, Inc.\, 1906.",Yale Internet Resource >> Online Resource|DELIM|12361478,,,How the office boy saw the ball game,,Baseball,,,,,,Online video~|Z|~http://www.aspresolver.com/aspresolver.asp?SILF;1826947,
b645564,b645564,,,,Video,767845749,"English,French,Spanish,Portuguese",,1 videodisc (138 min.),,"Culver City\, CA : Columbia TriStar Home Entertainment\, c2001.",Law Library >> PhonoTV |DELIM|b6455645,,,The natural,,Baseball,,,,,,,
853296,853296,"Deford\, Frank",,,Books,670827800,English,,"106 p.\, [7] leaves of plates",,"New York : Viking\, 1989.",LSF - Request for delivery to any Yale Library >>  PS3554 E415 C37 1989|DELIM|974466,,,Casey on the loose,,Baseball stories,,,,,,,
1203256,1203256,"Howard\, Elston\, 1930-",,,Books,,English,,88 p.,,"New York\, Viking Press [1966]",BEINECKE (Non-Circulating) >>  JWJ Zan H833 966C|DELIM|1349156,,,Catching,,Catching (Baseball),,,,,,,
1220098,1220098,"Jones\, Cleon\, 1942-",,,Books,,English,,191 p.,,"New York\, Coward-McCann [1970]",BEINECKE (Non-Circulating) >>  JWJ Zan J713 970C|DELIM|1375524,,,Cleon,,Baseball,,,,,,,
2070102,2070102,"Cooke\, Edmund Vance\, 1866-1932",,,Books,,English,,88 p.,,"Chicago\, Forbes\, 1912.",LSF - Request for delivery to any Yale Library >>  Iy C774 912|DELIM|2326626,,,Baseballogy,,Baseball,,,,,,,
2195365,2195365,,,,Books,,English,,111 p.,,"New York : American Sports Pub. Co.\, c1906.",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 1 1906|DELIM|2457211,,,How to pitch,,Pitching (Baseball),,,,,,,
2197852,2197852,American College Base Ball Association,,,Journals & Newspapers,,English,,v.,,New York [etc.] A.G. Spalding & Bros.,LSF - Request for delivery to any Yale Library >>  NLj28 Am3c|DELIM|2459743,,,Official guide .,,Baseball,,,"containing the constitution and by-laws\, playing rules\, schedule and records .",,,,
2246238,2246238,"Harrelson\, Ken\, 1941-",,,Books,067036374X,English,,244 p.,,"New York\, Viking Press [1969]",LSF - Request for delivery to any Yale Library >>  NLj17 H28 969|DELIM|2508828,,,Hawk,,Baseball,,,,,,,
3429387,3429387,"Voigt\, David Quentin",,,Books,,English,,"ii\, 155 p.",,"Reading\, Pa. : Albright College Book Store\, [1971]",LSF - Request for delivery to any Yale Library >>  GV53 V65 (LC)+ Oversize|DELIM|3758316,,,America's leisure revolution; essays in the sociology of leisure & sport,,"Leisure,Baseball",,,,,,,
3194523,3194523,"Lieb\, Fred\, b. 1888",,,Books,,English,,"xi\, 333 p.",,"New York\, G. P. Putnam's Sons c[1949]","SML\, Stacks\, LC Classification >>  GV863 L54 (LC)|DELIM|3506555",,,The Story of the World Series,,"Baseball,History",,,an informal history,,,,
3816810,3816810,"Curran\, William\, 1921-",,,Books,517588412,English,,"x\, 244 p.",,"New York\, N.Y. : Crown Publishers\, c1995.",LSF - Request for delivery to any Yale Library >>  GV871 C87X 1995 (LC)|DELIM|4173574,,,Strikeout,,Pitching (Baseball),,,the celebration of the art of pitching,,,,
3891511,3891511,,,,Journals & Newspapers,,English,,v.,,"New York\, J. C. Haney & CO.\, 1866-",BEINECKE (Non-Circulating) >>  NLj28 B26|DELIM|4251916,,,The Base ball player's book of reference .,,Baseball,,,,,,,
5923483,5923483,,,,Journals & Newspapers,,English,,v.,,Chicago : Buxton Pub. Co.,LSF - Request for delivery to any Yale Library >>  rn 5|DELIM|6625763,,,Who's who in major league base ball,,Baseball,,,,,,,
5469949,5469949,"Mack\, Connie\, 1862-1956",,,Books,,English,,87 p.,,"Philadelphia\, Winston [1950]",LSF - Request for delivery to any Yale Library >>  WC 7830|DELIM|5951115,,,My 66 years in the big leagues,,"Baseball,History",,,the great story of America's national game,,,,
6590121,6590121,,,,Books,4893520326,Japanese,,270 p.,,"Tōkyō : Pan Risāchi\, Shōwa 63 [1988]","SML\, Stacks\, LC Classification >>  On order|DELIM|7211310",,,Nippon yakyū ittō ryōdan,日本野球一刀両断,Baseball,Japan,,gaijin senshu 170-nin no shōgen,外人選手170人の証言,,,
5215906,5215906,"Veeck\, Bill",,,Books,,English,,344 p.,,"New York\, Putnam [1965]","Bass Library\, Stacks >>  GV865 V4 A3 (LC)|DELIM|5624799",,,The hustler's handbook,,Baseball,,,,,,,
8057738,8057738,"Robertson\, Mariyon",,,Books,"49,032,415,139,784,900,000,000",Japanese,,220 p.,,"Tōkyō : Fāsuto Puresu\, 2007.",LSF - Request for delivery to any Yale Library >>  GV863.77.A1 R639 2007 (LC)|DELIM|8477260,,,Yomigaere itoshi no Nihon yakyū,甦れ、愛しの日本野球,Baseball,Japan,,,,,,
9754892,9754892,"Rogoff\, Jay",,,Books,"9,153,803,159,780,910,000,000",English,,"59\, [5] p.",,"Washington\, DC : Word Works\, c1995.",LSF- BEINECKE >>  Zac R635 C97 1995|DELIM|10067906,,,The cutoff,,Baseball,,,a sequence,,,,
3882316,3882316,"Simonson\, Eric",,,Books,822214539,English,,77 p. [3] leaves of plates,,"New York : Dramatists Play Service\, c 1995\, c1992.",LSF - Request for delivery to any Yale Library >>  PS3569 I48764 B35 1995 (LC)|DELIM|4242167,,,Bang the drum slowly,,Baseball,,,,,,,
420605,420605,"Kinsella\, W. P.",,,Books,140073868,English,,"xii\, 196 p.",,"Markham\, Ont.\, Canada ; New York\, N.Y.\, U.S.A. : Penguin Books\, 1984 (1985 printing)","Bass Library\, Stacks >>  PR9199.3 K548 T47 1984|DELIM|482544",,,The thrill of the grass,,Baseball stories,,,,,,,
1135120,1135120,"Yui\, Tōichirō",結踏一朗,,Books,487503234X,Japanese,,182 p.,,"Kōchi-shi : Kōchi Shinbunsha\, Heisei 9 [1997]",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 Y84 1997 (LC)|DELIM|1265144,,,Yakyū no shima ni yonshō arite,野球の島に四商ありて　,Baseball,Japan,,,,,,
1039939,1039939,"Kagayama\, Kōichi\, 1956-","加賀山耕一\, 1956-",,Books,4796604944,Japanese,,222 p.,,"Tōkyō : JICC Shuppankyoku\, 1992.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 K3 1992 (LC)|DELIM|1169044,,,Shōnen yakyū wa dare no mono?,少年野球は誰のもの?,Baseball,Japan,,,,,,
1051979,1051979,"Kanno\, Mikio\, 1955-","菅野幹夫\, 1955-",,Books,4773318570,Japanese,,77 p.,,"Tōkyō : Nihon Tosho Kankōkai : Hatsubaimoto Kindai Bungeisha\, 1993.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 K36 1993 (LC)|DELIM|1181388,,,Yakyū kaizōron,野球改造論,Baseball,Japan,,,,,,
1028875,1028875,"Ikei\, Masaru\, 1935-","池井優\, 1935-",,Books,4621050141,Japanese,,"xi\, 249 p.",,"Tōkyō : Maruzen Kabushiki Kaisha\, Heisei 3 [1991]",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 I37 1991 (LC)|DELIM|1157851,,,Yakyū to Nihonjin,野球と日本人,Baseball,Japan,,,,,,
1037263,1037263,"Watanabe\, Yoshiki\, 1941-","渡部由輝\, 1941-",,Books,4562023538,Japanese,,"v\, 192 p.",,"Tōkyō : Hara Shobō\, 1992.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 W38 1992 (LC)|DELIM|1166354,,,Kakuritsu de abaku puro yakyū,確率で暴くプロ野球,Baseball,Japan,,,,,,
2983003,2983003,"Whiting\, Robert",,,Books,26276615,English,,"xii\, 339 p.\, [8] p. of plates",,"New York : Macmillan ; London : Collier Macmillan\, c1989.","Bass Library\, Stacks >>  GV863.77 A1 W47 1989 (LC)|DELIM|3273902",,,You gotta have Wa,,Baseball,Japan,,,,,,
1182661,1182661,"Brashler\, William",,,Books,006010449X,English,,242 p.,,"New York\, Harper & Row c1973.",BEINECKE (Non-Circulating) >>  JWJ Za B736 973Ba|DELIM|1323191,,,The Bingo Long Traveling All-Stars and Motor Kings,,Baseball stories,,,1st ed,,,,
1285076,1285076,"Chance\, Frank L. (Frank Leroy)\, 1877-1924",,,Books,,English,,182 p.,,"Chicago\, Laird & Lee [c1910]",BEINECKE (Non-Circulating) >>  Za C36 910|DELIM|1455986,,,The bride and the pennant,,Baseball stories,,,the greatest story iin the history of America's national game .,,,,
1105258,1105258,"Hatada\, Kunio\, 1944-","畑田国男\, 1944-",,Books,4583032013,Japanese,,252 p.,,"Tōkyō : Bēsu Bōru Magajinsha\, 1995.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 H3 1995 (LC)|DELIM|1235079,,,Nagashima-san no daihōsoku,長嶋さんの大法則　,Baseball,Japan,,furoku puro yakyū chinjū senshu meikan,付錄・プロ野球珍獣選手名鑑　,,,
4208903,4208903,"Ujita\, Hideo\, 1947-","氏田秀男\, 1947-",,Books,4884920821,Japanese,,266 p.,,"Tōkyō : Chigusa Shobō\, 1996.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 U34 1996 (LC)|DELIM|4583994,,,Yappari yakyū wa omoshiroi,やっぱり野球はおもしろい　,Baseball,Japan,,,,,,
4138237,4138237,"Emoto\, Takenori\, 1947-","江本孟紀\, 1947-",,Books,4906613047,Japanese,,206 p.,,"Tōkyō : Geishin Shuppansha\, 1996.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 E463 1996 (LC)|DELIM|4509169,,,Dare mo wakkacha inai!,誰もわかっちゃいない!,Baseball,Japan,,Emoto Takenori no chōron puro yakyū,江本孟紀の超論プロ野球,,,
4305438,4305438,"Yazawa\, Ken ichi",谷沢健一,,Books,4620904651,Japanese,,192 p.,,"Tōkyō : Mainichi Shinbun Karuchā Shiti\, 1997.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 Y39 1997 (LC)|DELIM|4685218,,,Shōri no enshutsushatachi,勝利の演出者たち　,Baseball,Japan,,puroyakyū kantoku wa kurieitā de aru,プロ野球監督はクリエイターである,,,
4418528,4418528,"Mori\, Sumihiro\, 1950-","森純大\, 1950-",,Books,4569571123,Japanese,,234 p.,,"Tōkyō : PHP Kenkyūjo\, 1998.",LSF - Request for delivery to any Yale Library >>  GV863.77.A1 M674 1998 (LC)|DELIM|4802472,,,Puro yakyū shōbu no meigen,プロ野球勝負の名言　,Baseball,Japan,,,,,,
4418892,4418892,"Fujita\, Motoshi\, 1931-","藤田元司\, 1931-",,Books,4341190202,Japanese,,211 p.,,"Tōkyō : Hiraku\, 1997.",LSF - Request for delivery to any Yale Library >>  GV863.77 A1 F83 1997 (LC)|DELIM|4802844,,,Niban dasha soshikiron,二番打者組織論　,Baseball,Japan,,chīmu shūdan no kīman wa sanban demo yonban demo nai,チーム、集団のキーマンは、三番でも四番でもない,,,
